,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
743,2022060400100400,2022년 6월 4일 16시,토요일,경기도 고양시 덕양구 토당동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,기타,맑음,교차로 - 교차로안,이륜,남,39세,상해없음,보행자,남,12세,경상
744,2022060500100172,2022년 6월 5일 13시,일요일,경기도 평택시 지산동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,49세,상해없음,자전거,여,10세,경상
745,2022060600100238,2022년 6월 6일 14시,월요일,경기도 가평군 청평면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,원동기,남,35세,상해없음,보행자,남,10세,중상
746,2022060600100277,2022년 6월 6일 15시,월요일,경기도 의정부시 신곡동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,기타,맑음,단일로 - 기타,자전거,기타불명,미분류,기타불명,보행자,남,11세,부상신고
747,2022060800100270,2022년 6월 8일 14시,수요일,경기도 부천시 상동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,57세,상해없음,자전거,남,11세,부상신고
748,2022060900100086,2022년 6월 9일 08시,목요일,경기도 성남시 분당구 이매동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,40세,상해없음,자전거,남,10세,경상
749,2022060900100393,2022년 6월 9일 17시,목요일,경기도 파주시 문산읍,경상사고,0,0,1,0,차대사람 - 횡단중,기타,건조,맑음,단일로 - 지하차도(도로)내,승용,남,30세,상해없음,보행자,남,12세,경상
750,2022061000100356,2022년 6월 10일 15시,금요일,경기도 파주시 목동동,경상사고,0,0,1,0,차대사람 - 기타,기타,젖음/습기,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,11세,경상
752,2022061300100077,2022년 6월 13일 08시,월요일,경기도 안산시 상록구 사동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,여,11세,경상
753,2022061300100103,2022년 6월 13일 08시,월요일,경기도 남양주시 다산동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,42세,상해없음,보행자,여,12세,경상
754,2022061300100372,2022년 6월 13일 17시,월요일,경기도 수원시 장안구 정자동,부상신고사고,0,0,0,2,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,40세,부상신고,자전거,남,12세,부상신고
755,2022061400100412,2022년 6월 14일 17시,화요일,경기도 김포시 사우동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,18세,상해없음,보행자,남,12세,경상
756,2022061500100337,2022년 6월 15일 16시,수요일,경기도 평택시 서정동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,기타 - 기타,승용,남,43세,상해없음,보행자,여,12세,경상
757,2022061500100532,2022년 6월 15일 21시,수요일,경기도 이천시 증포동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,16세,상해없음,보행자,남,12세,경상
758,2022061600100544,2022년 6월 16일 20시,목요일,경기도 시흥시 능곡동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,40세,상해없음,자전거,남,12세,경상
759,2022061700100118,2022년 6월 17일 08시,금요일,경기도 남양주시 다산동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,흐림,교차로 - 교차로횡단보도내,승합,남,48세,상해없음,보행자,남,10세,경상
760,2022061700100331,2022년 6월 17일 15시,금요일,경기도 오산시 누읍동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,12세,상해없음,보행자,남,10세,중상
761,2022061700100356,2022년 6월 17일 16시,금요일,경기도 이천시 갈산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,자전거,남,12세,경상
762,2022061700100361,2022년 6월 17일 16시,금요일,경기도 양평군 용문면,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,56세,상해없음,보행자,남,10세,경상
763,2022061800100249,2022년 6월 18일 13시,토요일,경기도 안성시 아양동,경상사고,0,0,2,1,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,이륜,남,22세,부상신고,개인형이동수단(PM),여,11세,경상
764,2022061800100371,2022년 6월 18일 16시,토요일,경기도 성남시 수정구 창곡동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,자전거,남,12세,중상
766,2022062000100414,2022년 6월 20일 16시,월요일,경기도 광명시 하안동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,45세,상해없음,자전거,남,11세,경상
768,2022062100100329,2022년 6월 21일 15시,화요일,경기도 성남시 분당구 야탑동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,기타 - 기타,승용,남,54세,상해없음,보행자,여,10세,경상
769,2022062100100417,2022년 6월 21일 17시,화요일,경기도 성남시 중원구 금광동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,31세,상해없음,자전거,남,11세,경상
770,2022062100100469,2022년 6월 21일 18시,화요일,경기도 화성시 청계동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,기타,교차로 - 교차로부근,승용,남,31세,상해없음,보행자,여,11세,중상
771,2022062100100490,2022년 6월 21일 18시,화요일,경기도 파주시 다율동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,자전거,남,10세,경상
775,2022062200100302,2022년 6월 22일 14시,수요일,경기도 시흥시 장현동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,개인형이동수단(PM),남,35세,상해없음,자전거,남,10세,부상신고
776,2022062200100430,2022년 6월 22일 17시,수요일,경기도 시흥시 정왕동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,59세,상해없음,자전거,남,10세,경상
777,2022062500100378,2022년 6월 25일 15시,토요일,경기도 여주시 상동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,25세,상해없음,자전거,남,12세,경상
778,2022062600100121,2022년 6월 26일 11시,일요일,경기도 화성시 산척동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,70세,상해없음,자전거,남,10세,경상
782,2022063000100122,2022년 6월 30일 08시,목요일,경기도 안산시 상록구 사동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,보행자보호의무위반,젖음/습기,비,단일로 - 기타,승용,여,35세,상해없음,보행자,남,12세,경상
783,2022063000100433,2022년 6월 30일 18시,목요일,경기도 평택시 진위면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,37세,상해없음,보행자,여,12세,중상
784,2022070300100296,2022년 7월 3일 16시,일요일,경기도 오산시 갈곶동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,자전거,여,10세,부상신고
785,2022070300100318,2022년 7월 3일 17시,일요일,경기도 안산시 단원구 원곡동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,이륜,남,44세,경상,자전거,남,12세,경상
786,2022070400100296,2022년 7월 4일 14시,월요일,경기도 성남시 수정구 양지동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,교차로 - 교차로안,승용,여,35세,상해없음,자전거,남,10세,경상
787,2022070500100334,2022년 7월 5일 15시,화요일,경기도 수원시 권선구 오목천동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,48세,상해없음,자전거,남,12세,경상
788,2022070600100062,2022년 7월 6일 07시,수요일,경기도 화성시 봉담읍,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,26세,상해없음,자전거,남,11세,경상
789,2022070600100243,2022년 7월 6일 13시,수요일,경기도 이천시 안흥동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,18세,상해없음,보행자,남,10세,경상
790,2022070700100109,2022년 7월 7일 08시,목요일,경기도 안산시 상록구 사동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,68세,상해없음,자전거,남,12세,경상
792,2022070700100428,2022년 7월 7일 17시,목요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,흐림,교차로 - 교차로안,승용,남,46세,상해없음,보행자,여,12세,경상
793,2022070800100299,2022년 7월 8일 14시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,24세,상해없음,자전거,남,10세,경상
794,2022070800100353,2022년 7월 8일 15시,금요일,경기도 의정부시 의정부동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,기타,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,11세,경상
795,2022070800100505,2022년 7월 8일 19시,금요일,경기도 안산시 상록구 부곡동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,기타,맑음,교차로 - 교차로안,승용,남,56세,상해없음,보행자,남,10세,부상신고
796,2022071000100258,2022년 7월 10일 15시,일요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,37세,상해없음,자전거,남,11세,경상
798,2022071100100307,2022년 7월 11일 14시,월요일,경기도 평택시 이충동,경상사고,0,0,1,0,차대차 - 측면충돌,기타,건조,맑음,단일로 - 기타,승합,남,66세,상해없음,자전거,남,11세,경상
799,2022071300100376,2022년 7월 13일 17시,수요일,경기도 화성시 기안동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,54세,상해없음,보행자,여,11세,경상
802,2022071500100395,2022년 7월 15일 17시,금요일,경기도 김포시 운양동,경상사고,0,0,2,0,차대사람 - 보도통행중,기타,건조,맑음,기타 - 기타,개인형이동수단(PM),남,39세,상해없음,보행자,남,10세,경상
803,2022071500100435,2022년 7월 15일 17시,금요일,경기도 파주시 금촌동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,60세,상해없음,자전거,남,10세,경상
804,2022071600100128,2022년 7월 16일 10시,토요일,경기도 용인시 기흥구 구갈동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,60세,상해없음,자전거,남,12세,경상
806,2022071900100247,2022년 7월 19일 13시,화요일,경기도 화성시 향남읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,22세,상해없음,자전거,남,10세,경상
810,2022072100100248,2022년 7월 21일 13시,목요일,경기도 하남시 하산곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,56세,상해없음,보행자,여,12세,경상
811,2022072100100458,2022년 7월 21일 19시,목요일,경기도 수원시 권선구 탑동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,25세,상해없음,자전거,남,12세,경상
812,2022072200100450,2022년 7월 22일 17시,금요일,경기도 양주시 백석읍,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,60세,상해없음,자전거,남,12세,부상신고
813,2022072300100325,2022년 7월 23일 16시,토요일,경기도 여주시 하동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,남,11세,경상
814,2022072400100172,2022년 7월 24일 14시,일요일,경기도 용인시 처인구 역북동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로횡단보도내,승용,여,53세,상해없음,보행자,여,11세,경상
815,2022072500100206,2022년 7월 25일 11시,월요일,경기도 수원시 권선구 구운동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,54세,상해없음,자전거,남,12세,중상
816,2022072700100175,2022년 7월 27일 11시,수요일,경기도 화성시 향남읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,자전거,남,10세,경상
818,2022072900100177,2022년 7월 29일 10시,금요일,경기도 파주시 광탄면,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,보행자,남,10세,경상
819,2022072900100472,2022년 7월 29일 18시,금요일,경기도 용인시 수지구 죽전동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,32세,상해없음,보행자,여,10세,중상
820,2022072900100511,2022년 7월 29일 19시,금요일,경기도 안성시 신흥동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,기타,흐림,교차로 - 교차로부근,화물,남,61세,상해없음,자전거,남,11세,중상
821,2022080100100387,2022년 8월 1일 18시,월요일,경기도 안산시 단원구 초지동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,자전거,남,11세,경상
822,2022080300100208,2022년 8월 3일 12시,수요일,경기도 광명시 하안동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,자전거,남,10세,경상
823,2022080300100233,2022년 8월 3일 12시,수요일,경기도 고양시 일산동구 중산동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,57세,상해없음,보행자,남,10세,중상
824,2022080500100209,2022년 8월 5일 12시,금요일,경기도 평택시 안중읍,중상사고,0,1,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,화물,남,61세,상해없음,자전거,남,11세,중상
825,2022080500100213,2022년 8월 5일 12시,금요일,경기도 성남시 중원구 상대원동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,기타 - 기타,승용,남,78세,상해없음,보행자,여,12세,경상
826,2022080500100441,2022년 8월 5일 17시,금요일,경기도 고양시 일산서구 주엽동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,11세,부상신고
827,2022080500100517,2022년 8월 5일 19시,금요일,경기도 의정부시 의정부동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,72세,상해없음,개인형이동수단(PM),여,12세,중상
828,2022081000100227,2022년 8월 10일 13시,수요일,경기도 고양시 덕양구 행신동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,기타,맑음,교차로 - 교차로안,승용,여,55세,상해없음,보행자,여,11세,경상
829,2022081000100409,2022년 8월 10일 18시,수요일,경기도 양주시 고암동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,23세,상해없음,보행자,여,11세,중상
830,2022081200100295,2022년 8월 12일 14시,금요일,경기도 광주시 오포읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,자전거,남,11세,경상
831,2022081200100328,2022년 8월 12일 15시,금요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,40세,상해없음,자전거,남,10세,경상
832,2022081200100394,2022년 8월 12일 16시,금요일,경기도 가평군 가평읍,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,미분류 - 미분류,승용,여,38세,상해없음,보행자,여,10세,경상
833,2022081300100171,2022년 8월 13일 12시,토요일,경기도 평택시 오성면,경상사고,0,0,1,0,차대사람 - 횡단중,교차로운행방법위반,젖음/습기,비,교차로 - 교차로안,승용,남,47세,상해없음,보행자,여,11세,경상
835,2022081600100339,2022년 8월 16일 15시,화요일,경기도 파주시 아동동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,61세,상해없음,보행자,여,10세,경상
836,2022081700100318,2022년 8월 17일 14시,수요일,경기도 연천군 전곡읍,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51세,상해없음,보행자,남,12세,경상
837,2022081700100468,2022년 8월 17일 18시,수요일,경기도 성남시 분당구 수내동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,기타불명,미분류,기타불명,보행자,여,10세,부상신고
838,2022081900100232,2022년 8월 19일 12시,금요일,경기도 광명시 일직동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,69세,상해없음,자전거,남,11세,부상신고
839,2022082000100556,2022년 8월 20일 20시,토요일,경기도 남양주시 다산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,흐림,교차로 - 교차로횡단보도내,승용,남,66세,상해없음,보행자,여,10세,중상
840,2022082200100291,2022년 8월 22일 14시,월요일,경기도 평택시 비전동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,여,41세,상해없음,보행자,남,10세,중상
841,2022082200100374,2022년 8월 22일 17시,월요일,경기도 수원시 권선구 탑동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,기타 - 기타,승합,남,63세,상해없음,보행자,여,10세,경상
842,2022082300100396,2022년 8월 23일 16시,화요일,경기도 고양시 덕양구 성사동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,48세,상해없음,자전거,남,10세,경상
843,2022082300100544,2022년 8월 23일 20시,화요일,경기도 안양시 동안구 호계동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,자전거,남,10세,경상
844,2022082300100574,2022년 8월 23일 21시,화요일,경기도 성남시 수정구 창곡동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,보행자,남,11세,경상
845,2022082400100416,2022년 8월 24일 17시,수요일,경기도 군포시 당동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,보행자,남,10세,경상
846,2022082700100291,2022년 8월 27일 13시,토요일,경기도 화성시 산척동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,39세,상해없음,보행자,여,11세,경상
847,2022082700100461,2022년 8월 27일 17시,토요일,경기도 김포시 장기동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,38세,상해없음,보행자,여,10세,경상
848,2022082800100320,2022년 8월 28일 16시,일요일,경기도 시흥시 배곧동,중상사고,0,1,0,0,차대차 - 측면충돌,기타,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,자전거,남,11세,중상
850,2022082900100349,2022년 8월 29일 15시,월요일,경기도 화성시 영천동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,41세,상해없음,보행자,남,12세,경상
851,2022082900100460,2022년 8월 29일 18시,월요일,경기도 부천시 중동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,여,23세,상해없음,자전거,여,12세,경상
852,2022082900100466,2022년 8월 29일 18시,월요일,경기도 안산시 상록구 본오동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,44세,상해없음,보행자,남,10세,중상
853,2022083000100127,2022년 8월 30일 08시,화요일,경기도 파주시 문발동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로횡단보도내,승용,남,68세,상해없음,보행자,여,11세,경상
854,2022083100100353,2022년 8월 31일 16시,수요일,경기도 남양주시 화도읍,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,47세,상해없음,보행자,여,12세,중상
855,2022083100100357,2022년 8월 31일 16시,수요일,경기도 고양시 일산서구 일산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,71세,상해없음,자전거,남,10세,경상
857,2022090200100107,2022년 9월 2일 08시,금요일,경기도 평택시 안중읍,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,18세,상해없음,자전거,남,11세,경상
858,2022090200100370,2022년 9월 2일 14시,금요일,경기도 양주시 광적면,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,원동기,남,55세,기타불명,보행자,여,10세,경상
859,2022090200100671,2022년 9월 2일 21시,금요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승합,남,54세,상해없음,자전거,남,11세,경상
860,2022090300100252,2022년 9월 3일 12시,토요일,경기도 화성시 목동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,53세,기타불명,보행자,남,12세,경상
861,2022090300100296,2022년 9월 3일 13시,토요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,49세,상해없음,보행자,남,11세,경상
862,2022090300100413,2022년 9월 3일 16시,토요일,경기도 성남시 분당구 이매동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,42세,상해없음,보행자,여,11세,경상
863,2022090300100440,2022년 9월 3일 17시,토요일,경기도 여주시 하동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,45세,상해없음,자전거,남,12세,중상
865,2022090500100345,2022년 9월 5일 16시,월요일,경기도 안양시 만안구 안양동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,젖음/습기,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,여,10세,중상
866,2022090600100380,2022년 9월 6일 17시,화요일,경기도 부천시 상동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,자전거,남,12세,경상
868,2022090700100406,2022년 9월 7일 15시,수요일,경기도 부천시 원종동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,60세,상해없음,보행자,여,11세,경상
869,2022090800100448,2022년 9월 8일 15시,목요일,경기도 고양시 덕양구 도내동,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,자전거,기타불명,미분류,기타불명,보행자,여,10세,부상신고
871,2022091300100071,2022년 9월 13일 08시,화요일,경기도 시흥시 배곧동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,기타 - 기타,개인형이동수단(PM),남,21세,상해없음,보행자,남,10세,경상
872,2022091300100394,2022년 9월 13일 18시,화요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,개인형이동수단(PM),여,19세,상해없음,보행자,여,10세,경상
873,2022091400100453,2022년 9월 14일 19시,수요일,경기도 하남시 망월동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,28세,상해없음,자전거,남,12세,부상신고
874,2022091500100433,2022년 9월 15일 19시,목요일,경기도 용인시 수지구 풍덕천동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,81세,상해없음,자전거,여,12세,경상
875,2022091500100468,2022년 9월 15일 20시,목요일,경기도 의왕시 삼동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,27세,상해없음,자전거,여,10세,경상
876,2022091600100403,2022년 9월 16일 16시,금요일,경기도 고양시 일산동구 중산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,32세,상해없음,보행자,여,11세,중상
877,2022091700100367,2022년 9월 17일 15시,토요일,경기도 의정부시 산곡동,부상신고사고,0,0,0,1,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로횡단보도내,승합,여,53세,상해없음,자전거,남,12세,부상신고
878,2022091700100501,2022년 9월 17일 19시,토요일,경기도 과천시 중앙동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,59세,상해없음,보행자,여,10세,경상
879,2022091800100180,2022년 9월 18일 13시,일요일,경기도 의정부시 가능동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,건조,맑음,단일로 - 기타,자전거,남,60세,상해없음,보행자,남,12세,경상
880,2022091800100298,2022년 9월 18일 17시,일요일,경기도 양주시 광사동,경상사고,0,0,2,0,차대사람 - 보도통행중,기타,건조,맑음,기타 - 기타,기타불명,여,13세,상해없음,보행자,남,10세,경상
881,2022091900100421,2022년 9월 19일 18시,월요일,경기도 성남시 중원구 상대원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,보행자,남,11세,중상
882,2022092000100327,2022년 9월 20일 14시,화요일,경기도 양주시 옥정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,자전거,남,10세,경상
883,2022092000100432,2022년 9월 20일 17시,화요일,경기도 화성시 남양읍,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,기타,기타 - 기타,개인형이동수단(PM),남,13세,상해없음,보행자,여,10세,부상신고
884,2022092000100610,2022년 9월 20일 21시,화요일,경기도 양주시 덕계동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,63세,상해없음,자전거,남,12세,경상
885,2022092100100254,2022년 9월 21일 12시,수요일,경기도 안산시 단원구 초지동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,62세,상해없음,자전거,남,10세,경상
